Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
"[0.7519403696060181, 0.6771301031112671, -9.951707369282303e-08]","[0.8031562566757202, 0.5136303901672363, -0.0749099850654602]","[0.7284363508224487, 0.314277708530426, -0.09005405753850937]","[0.5684995651245117, 0.21097074449062347, -0.09796606004238129]","[0.4364049434661865, 0.17685279250144958, -0.10050973296165466]","[0.5344491600990295, 0.2603693902492523, -0.03155183419585228]","[0.35992974042892456, 0.15491531789302826, -0.09703566879034042]","[0.2384001612663269, 0.10764123499393463, -0.13759151101112366]","[0.12540099024772644, 0.07390233874320984, -0.1638297140598297]","[0.4636685252189636, 0.3553186357021332, -0.028613999485969543]","[0.3692626953125, 0.2749820053577423, -0.12649816274642944]","[0.5161358118057251, 0.3763697147369385, -0.1494850218296051]","[0.6006624102592468, 0.4311145544052124, -0.1387902796268463]","[0.412505567073822, 0.45616933703422546, -0.03773314505815506]","[0.3309454619884491, 0.3909900188446045, -0.15382622182369232]","[0.4866093397140503, 0.4839474558830261, -0.13384325802326202]","[0.5608701705932617, 0.5294622778892517, -0.08675317466259003]","[0.3717690408229828, 0.5758318901062012, -0.05212455615401268]","[0.292659729719162, 0.5027980804443359, -0.13824711740016937]","[0.41758501529693604, 0.5478392839431763, -0.11898325383663177]","[0.49013999104499817, 0.5840502381324768, -0.08249922096729279]"
"[0.7852023839950562, 0.5580086708068848, 1.235964646184584e-07]","[0.7635579109191895, 0.43859171867370605, -0.11245767027139664]","[0.590100109577179, 0.32352086901664734, -0.14039838314056396]","[0.4070866107940674, 0.3208077549934387, -0.15031766891479492]","[0.28535041213035583, 0.3404916226863861, -0.14485318958759308]","[0.4285079538822174, 0.31162211298942566, -0.07034356147050858]","[0.2522273659706116, 0.31801024079322815, -0.1476586014032364]","[0.14768818020820618, 0.3350262939929962, -0.1908881813287735]","[0.03266853094100952, 0.3252079486846924, -0.22177733480930328]","[0.41129201650619507, 0.4179702401161194, -0.04863487929105759]","[0.33368146419525146, 0.4449695348739624, -0.13150805234909058]","[0.48429328203201294, 0.47306114435195923, -0.13659368455410004]","[0.5083226561546326, 0.4459148645401001, -0.12319197505712509]","[0.4300841689109802, 0.5161720514297485, -0.04580431059002876]","[0.3660781979560852, 0.5449309945106506, -0.14598385989665985]","[0.516555666923523, 0.5479691028594971, -0.11877202987670898]","[0.5387653112411499, 0.5033714175224304, -0.08085694909095764]","[0.46385541558265686, 0.6084938645362854, -0.05269539728760719]","[0.4212060868740082, 0.6261467933654785, -0.12488294392824173]","[0.5209097862243652, 0.6138483285903931, -0.10648535192012787]","[0.540446400642395, 0.5825378894805908, -0.08001009374856949]"
"[0.804908275604248, 0.4933324456214905, 1.027638845130241e-07]","[0.7397769689559937, 0.36541903018951416, -0.10766541957855225]","[0.5645972490310669, 0.2852191925048828, -0.1334092766046524]","[0.3894171416759491, 0.3129047751426697, -0.14393436908721924]","[0.27056291699409485, 0.36673715710639954, -0.14181795716285706]","[0.37295031547546387, 0.3613428473472595, -0.04475846514105797]","[0.18874883651733398, 0.40480124950408936, -0.10755499452352524]","[0.07643634080886841, 0.43858569860458374, -0.1338084489107132]","[-0.024070799350738525, 0.46354690194129944, -0.1480642855167389]","[0.39867544174194336, 0.4697585999965668, -0.023894377052783966]","[0.2903057932853699, 0.5120975971221924, -0.10732816904783249]","[0.4394378364086151, 0.49599501490592957, -0.11210427433252335]","[0.49507951736450195, 0.4542066752910614, -0.09004140645265579]","[0.44203490018844604, 0.5625137686729431, -0.02145679108798504]","[0.36819007992744446, 0.6128293871879578, -0.12348151206970215]","[0.510039210319519, 0.5749980211257935, -0.103774294257164]","[0.5458788275718689, 0.5236651301383972, -0.06228845939040184]","[0.4991609752178192, 0.6484110951423645, -0.02834024466574192]","[0.4308767020702362, 0.6884481906890869, -0.09819308668375015]","[0.5279422402381897, 0.6486829519271851, -0.08346379548311234]","[0.568985104560852, 0.6100678443908691, -0.05478695407509804]"
"[0.8253952264785767, 0.43592673540115356, -4.5120100367057603e-07]","[0.773589015007019, 0.3144470453262329, -0.1318957358598709]","[0.5613060593605042, 0.2782363295555115, -0.16148291528224945]","[0.3829292356967926, 0.3598056137561798, -0.16754058003425598]","[0.28346359729766846, 0.46414512395858765, -0.1587255299091339]","[0.3641436994075775, 0.3622644245624542, -0.0768701434135437]","[0.19419562816619873, 0.4453437030315399, -0.15878836810588837]","[0.10262733697891235, 0.5157201886177063, -0.19374187290668488]","[0.010254085063934326, 0.5754026174545288, -0.21284155547618866]","[0.40242475271224976, 0.4758192002773285, -0.04554874449968338]","[0.3260189890861511, 0.5686922073364258, -0.14691483974456787]","[0.48394203186035156, 0.5183956623077393, -0.15265963971614838]","[0.5255680084228516, 0.46130508184432983, -0.12965576350688934]","[0.45623624324798584, 0.5692995190620422, -0.0354679673910141]","[0.41080307960510254, 0.6537853479385376, -0.16100680828094482]","[0.5619885921478271, 0.5789501070976257, -0.14028386771678925]","[0.5873044729232788, 0.5159721970558167, -0.09458515048027039]","[0.5234847068786621, 0.6502505540847778, -0.0363585464656353]","[0.48824357986450195, 0.7136355638504028, -0.13478565216064453]","[0.5971688032150269, 0.6499700546264648, -0.12925609946250916]","[0.6285496950149536, 0.5992964506149292, -0.10228119790554047]"
"[0.632434606552124, 0.8384301066398621, -1.6289087056975404e-07]","[0.7156922221183777, 0.6894991397857666, -0.12659870088100433]","[0.7016382813453674, 0.4807310700416565, -0.15306954085826874]","[0.5812167525291443, 0.328027606010437, -0.15923726558685303]","[0.47700512409210205, 0.23731687664985657, -0.14275819063186646]","[0.6272916197776794, 0.3241022527217865, -0.03541753441095352]","[0.4921228885650635, 0.17251621186733246, -0.1247304305434227]","[0.3843221962451935, 0.11265069246292114, -0.18105271458625793]","[0.28810247778892517, 0.03667667508125305, -0.20935975015163422]","[0.5321885347366333, 0.38465893268585205, -0.00020693213446065784]","[0.4193367063999176, 0.32962924242019653, -0.07160903513431549]","[0.49793511629104614, 0.4612670838832855, -0.08200536668300629]","[0.5650054216384888, 0.4789315164089203, -0.07371068745851517]","[0.45746278762817383, 0.45816031098365784, 0.009286531247198582]","[0.3582031726837158, 0.43107208609580994, -0.0853361263871193]","[0.4513767957687378, 0.5596526265144348, -0.07537860423326492]","[0.5237308740615845, 0.553939163684845, -0.04528631642460823]","[0.40453797578811646, 0.5360972881317139, 0.005870615132153034]","[0.339122474193573, 0.5160449743270874, -0.06158057227730751]","[0.41154924035072327, 0.6062830090522766, -0.05451657623052597]","[0.46632200479507446, 0.6219508051872253, -0.03296111151576042]"
"[0.7714660167694092, 0.5360994338989258, 1.8963031322982715e-07]","[0.7186986207962036, 0.4378538727760315, -0.1356792002916336]","[0.5576642155647278, 0.3436160385608673, -0.16558034718036652]","[0.3964037299156189, 0.3532625734806061, -0.17145633697509766]","[0.2691214978694916, 0.37534740567207336, -0.15860147774219513]","[0.4049820303916931, 0.31277310848236084, -0.0664617121219635]","[0.23835179209709167, 0.3351729214191437, -0.15144971013069153]","[0.1307268738746643, 0.3706430196762085, -0.19627594947814941]","[0.012737810611724854, 0.386106938123703, -0.22135724127292633]","[0.4026946425437927, 0.42009878158569336, -0.03168122470378876]","[0.30947887897491455, 0.4613029956817627, -0.11761040985584259]","[0.4518192708492279, 0.4750213325023651, -0.12204546481370926]","[0.4810650944709778, 0.4396918714046478, -0.1021585613489151]","[0.4226101040840149, 0.5208072662353516, -0.020749423652887344]","[0.3573670983314514, 0.5644901990890503, -0.1337333619594574]","[0.5085254311561584, 0.5567545890808105, -0.11729259788990021]","[0.5301908254623413, 0.5028801560401917, -0.07695820182561874]","[0.4585467576980591, 0.6120368242263794, -0.02104310505092144]","[0.4088313579559326, 0.6361532807350159, -0.10321933031082153]","[0.5228180885314941, 0.6150195002555847, -0.09048710763454437]","[0.5539237260818481, 0.5799593925476074, -0.06134870648384094]"
"[0.762133002281189, 0.5897685289382935, 9.107751708370415e-08]","[0.7409452199935913, 0.48500868678092957, -0.12065397202968597]","[0.589091956615448, 0.3529890775680542, -0.14722594618797302]","[0.41652610898017883, 0.3136572539806366, -0.15426620841026306]","[0.28715842962265015, 0.3061111271381378, -0.14429506659507751]","[0.44742268323898315, 0.3034633696079254, -0.05302748456597328]","[0.28488248586654663, 0.28831109404563904, -0.12875691056251526]","[0.181949645280838, 0.2948678135871887, -0.1619851291179657]","[0.06642797589302063, 0.2859036326408386, -0.18066389858722687]","[0.42197704315185547, 0.4073210656642914, -0.025257423520088196]","[0.33037686347961426, 0.43013882637023926, -0.10701257735490799]","[0.4834372401237488, 0.4754087030887604, -0.09876047074794769]","[0.514094352722168, 0.444743812084198, -0.06925725191831589]","[0.4205361604690552, 0.5077987909317017, -0.019930824637413025]","[0.34783732891082764, 0.5337496995925903, -0.13076937198638916]","[0.5062516927719116, 0.5561086535453796, -0.10053066164255142]","[0.5368733406066895, 0.5165119171142578, -0.05136394500732422]","[0.43587568402290344, 0.6044320464134216, -0.024949098005890846]","[0.38651031255722046, 0.6218203902244568, -0.10974205285310745]","[0.5072550773620605, 0.6247615814208984, -0.09332477301359177]","[0.5407710075378418, 0.5995582342147827, -0.06068388745188713]"
"[0.7049552202224731, 0.789101243019104, -2.44476723310072e-07]","[0.7582110166549683, 0.6491096615791321, -0.12806709110736847]","[0.7055619955062866, 0.46006232500076294, -0.16207769513130188]","[0.5552636981010437, 0.3444663882255554, -0.1767939329147339]","[0.43522530794143677, 0.2745641767978668, -0.1701338142156601]","[0.5806654691696167, 0.30417346954345703, -0.05470249429345131]","[0.4238705039024353, 0.1791435182094574, -0.15326756238937378]","[0.3125911355018616, 0.1433594822883606, -0.21181082725524902]","[0.20332607626914978, 0.08841675519943237, -0.24278178811073303]","[0.5002595782279968, 0.3787807822227478, -0.025120943784713745]","[0.40057820081710815, 0.3534165024757385, -0.10386460274457932]","[0.5065975785255432, 0.47274792194366455, -0.1134071871638298]","[0.5688577890396118, 0.4611033797264099, -0.1054248958826065]","[0.4441562592983246, 0.4620310664176941, -0.021238239482045174]","[0.3592106103897095, 0.4603983461856842, -0.12494223564863205]","[0.48076003789901733, 0.5708311796188354, -0.1115543395280838]","[0.5461405515670776, 0.5381072759628296, -0.08038795739412308]","[0.40330225229263306, 0.5491913557052612, -0.030432546511292458]","[0.34312766790390015, 0.5521931052207947, -0.10745200514793396]","[0.43896380066871643, 0.6273194551467896, -0.10121122002601624]","[0.4954630136489868, 0.6196416020393372, -0.08040490001440048]"
"[0.7716444730758667, 0.6188408732414246, 4.3771288460447977e-07]","[0.8201049566268921, 0.528899073600769, -0.11635737121105194]","[0.7983298301696777, 0.3946194350719452, -0.20517738163471222]","[0.7064775228500366, 0.31992781162261963, -0.2837425768375397]","[0.6162406802177429, 0.24479526281356812, -0.35958966612815857]","[0.5586420893669128, 0.32332900166511536, -0.18868526816368103]","[0.36287644505500793, 0.24965940415859222, -0.322002649307251]","[0.23009733855724335, 0.20624230802059174, -0.3879999816417694]","[0.11017602682113647, 0.1959635615348816, -0.4290836453437805]","[0.48181092739105225, 0.43554770946502686, -0.19063769280910492]","[0.46919307112693787, 0.34520602226257324, -0.3643789291381836]","[0.6713962554931641, 0.39632776379585266, -0.37811264395713806]","[0.7547779083251953, 0.4489535391330719, -0.34993189573287964]","[0.4612883925437927, 0.561054527759552, -0.20472924411296844]","[0.5269373655319214, 0.5153219699859619, -0.3724774718284607]","[0.7085697054862976, 0.560195803642273, -0.3239777982234955]","[0.7637004852294922, 0.5994033813476562, -0.2529420554637909]","[0.47444209456443787, 0.698677659034729, -0.22755761444568634]","[0.5626791715621948, 0.6720848679542542, -0.3448162078857422]","[0.7004765272140503, 0.6808805465698242, -0.31749603152275085]","[0.7303771376609802, 0.6930804252624512, -0.27188628911972046]"
"[0.6388009786605835, 0.8301941156387329, 2.345414884530328e-07]","[0.7414599061012268, 0.7425545454025269, -0.09113670885562897]","[0.7809128165245056, 0.5903908014297485, -0.15340876579284668]","[0.7553036212921143, 0.46637800335884094, -0.2135678380727768]","[0.7217437028884888, 0.3593907058238983, -0.2706526815891266]","[0.6520562171936035, 0.4033248722553253, -0.14438575506210327]","[0.5442630648612976, 0.2280731499195099, -0.2776229977607727]","[0.46376800537109375, 0.1340411901473999, -0.362292617559433]","[0.36886653304100037, 0.055305033922195435, -0.4144750237464905]","[0.5426483154296875, 0.4547346234321594, -0.1617615818977356]","[0.5512806177139282, 0.376857727766037, -0.31088900566101074]","[0.6579427123069763, 0.5172265768051147, -0.3524342179298401]","[0.7096178531646729, 0.602140486240387, -0.3561196029186249]","[0.459406316280365, 0.5535931587219238, -0.19053474068641663]","[0.5000624060630798, 0.5430907607078552, -0.34003740549087524]","[0.6102980971336365, 0.6763267517089844, -0.3224121034145355]","[0.6584073305130005, 0.7327316999435425, -0.2789953947067261]","[0.39404231309890747, 0.675564169883728, -0.2273106724023819]","[0.4451729655265808, 0.6915503740310669, -0.3311505913734436]","[0.5344776511192322, 0.7641483545303345, -0.316226601600647]","[0.5725316405296326, 0.78793865442276, -0.28502511978149414]"
"[0.903097927570343, 0.4715502858161926, 2.8201830559737573e-07]","[0.7956766486167908, 0.3301936388015747, -0.10789824277162552]","[0.617853581905365, 0.2717474102973938, -0.15458372235298157]","[0.46306005120277405, 0.32783347368240356, -0.18616420030593872]","[0.3627951741218567, 0.40142184495925903, -0.20563556253910065]","[0.49190282821655273, 0.28314241766929626, -0.09027054905891418]","[0.33801230788230896, 0.3290006220340729, -0.18062297999858856]","[0.24331212043762207, 0.36279430985450745, -0.22848612070083618]","[0.13346663117408752, 0.39387011528015137, -0.25829893350601196]","[0.493156373500824, 0.40597307682037354, -0.07992176711559296]","[0.400562047958374, 0.4536290764808655, -0.16007983684539795]","[0.5561298131942749, 0.462166965007782, -0.15301457047462463]","[0.5938621163368225, 0.43089449405670166, -0.1326521933078766]","[0.5248343348503113, 0.5215528607368469, -0.08868435770273209]","[0.44749417901039124, 0.5746880173683167, -0.18629354238510132]","[0.6054784059524536, 0.5486112833023071, -0.15152323246002197]","[0.6365896463394165, 0.49814942479133606, -0.10763309895992279]","[0.5842337012290955, 0.6283317804336548, -0.10779068619012833]","[0.5171199440956116, 0.669546365737915, -0.16927796602249146]","[0.6161113381385803, 0.6307865381240845, -0.1417994350194931]","[0.6488569378852844, 0.5934948921203613, -0.11127966642379761]"
"[0.6110151410102844, 0.7413311004638672, -5.312336952556507e-07]","[0.7270973920822144, 0.6741595268249512, -0.09742868691682816]","[0.7332170605659485, 0.4875539541244507, -0.12808796763420105]","[0.6458584070205688, 0.3367975056171417, -0.14787700772285461]","[0.5560813546180725, 0.25076961517333984, -0.16080184280872345]","[0.5918471217155457, 0.31885826587677, -0.06525332480669022]","[0.488701194524765, 0.16182450950145721, -0.13421028852462769]","[0.4102496802806854, 0.08764059841632843, -0.1631728708744049]","[0.3428625464439392, 0.03336071968078613, -0.17980407178401947]","[0.49457257986068726, 0.3855295777320862, -0.05378640070557594]","[0.4222078025341034, 0.31253957748413086, -0.1454683095216751]","[0.49512872099876404, 0.4532531499862671, -0.1483430415391922]","[0.5575318336486816, 0.49602454900741577, -0.12644429504871368]","[0.42195993661880493, 0.4677298963069916, -0.058305773884058]","[0.362875759601593, 0.43756335973739624, -0.16583746671676636]","[0.4498935639858246, 0.5528404712677002, -0.1385153830051422]","[0.5091678500175476, 0.5663386583328247, -0.09386397153139114]","[0.3599493205547333, 0.5569047927856445, -0.07114847749471664]","[0.3027500808238983, 0.5259847044944763, -0.1499737948179245]","[0.3799337148666382, 0.6033604145050049, -0.1341436356306076]","[0.4343891143798828, 0.6167088747024536, -0.1057325154542923]"
"[0.8385881781578064, 0.4967692196369171, -3.109194324224518e-07]","[0.8005315065383911, 0.370660662651062, -0.13581715524196625]","[0.6031605005264282, 0.2913293242454529, -0.16624553501605988]","[0.41400274634361267, 0.35106128454208374, -0.17143835127353668]","[0.2917424142360687, 0.4375433921813965, -0.1593363881111145]","[0.39584413170814514, 0.32829737663269043, -0.06953601539134979]","[0.21576359868049622, 0.38267818093299866, -0.1489304006099701]","[0.11737930774688721, 0.442145973443985, -0.18425238132476807]","[0.01304316520690918, 0.4852382242679596, -0.20421572029590607]","[0.4076539874076843, 0.4490426778793335, -0.03832429274916649]","[0.31297579407691956, 0.527071475982666, -0.13029524683952332]","[0.47201499342918396, 0.5078966021537781, -0.1374017596244812]","[0.5215674638748169, 0.45301854610443115, -0.11842264235019684]","[0.44252070784568787, 0.5556907057762146, -0.0297752246260643]","[0.3846478760242462, 0.6264839768409729, -0.1478802114725113]","[0.5475431680679321, 0.5842210650444031, -0.13270191848278046]","[0.5774042010307312, 0.5228540897369385, -0.09327518194913864]","[0.4974226653575897, 0.6507112979888916, -0.032877739518880844]","[0.4490698575973511, 0.7018661499023438, -0.1230618953704834]","[0.566946268081665, 0.6599605083465576, -0.11704094707965851]","[0.6045791506767273, 0.6166318655014038, -0.09204979985952377]"
